endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2017-12-31,,,1448465000,24360000,1442217000,82182000,2036205000,1498797000,1498797000,700000,-12690000,,,,0,2744183000,1245386000,707978000,-50332000,,1448465000,1171609000,49424,PSA
2016-12-31,,,1460439000,29744000,1453576000,82256000,1945122000,1428152000,1428152000,1400000,-4210000,,,,0,2614205000,1186053000,669083000,32287000,,1460439000,1183879000,49424,PSA
2020-10-31,,,203081190,,203081190,10042332,52213983,42171651,42171651,,-7464558,,,,0,52213983,10042332,0,160909539,,203081190,203081190,49425,CHI
2019-10-31,,,80769214,,80769214,9676899,57184826,47507927,47507927,,-11883720,,,,0,57184826,9676899,0,33261287,,80769214,80769214,49425,CHI
2018-10-31,,,16735460,,16735460,10095594,60183425,50087831,50087831,,-9757217,,,,0,60183425,10095594,0,-33352371,,16735460,16735460,49425,CHI
2017-10-31,,,123412539,,123412539,9538846,54471043,44932197,44932197,,-4992298,,,,0,54471043,9538846,0,78480342,,123412539,123412539,49425,CHI
2019-12-31,1933112,,3567561,,2021492,13273297,19528359,3763075,3763075,,,,,,1546069,38981313,35218238,19452954,-195514,,2021492,2021492,49431,PFIE
2018-12-31,1397440,,8597962,,6080762,13029228,22901180,7973958,7973958,,,,,,2517200,45614535,37640577,22713355,624004,,6080762,6080762,49431,PFIE
2017-12-31,1221211,,7123229,,4449535,11676693,20263907,6839420,6839420,,,,,,2673694,38286376,31446956,18022469,283809,,4449535,4449535,49431,PFIE
2016-12-31,911402,,-1084951,,-686564,9868182,10399933,-1004500,-1004500,,,,,,-398387,20530840,21535340,10130907,-80451,,-686564,-686564,49431,PFIE
2019-12-31,,,-2900,,-2900,,0,0,,,,,,,0,0,0,0,-2900,,-2900,-2900,49432,VTAQ
2020-07-31,,,15778323,,15778323,4327605,30887355,26559750,26559750,,-5384527,,,,0,30887355,4327605,0,-10781427,,15778323,15778323,49433,MUJ
2019-07-31,,,39294426,,39294426,4251071,31266304,27015233,27015233,,-7244025,,,,0,31266304,4251071,0,12279193,,39294426,39294426,49433,MUJ
2018-07-31,,,13613766,,13613766,4316470,31781686,27465216,27465216,,-6075573,,,,0,31781686,4316470,0,-13851450,,13613766,13613766,49433,MUJ
2017-07-31,,,-5163137,,-5163137,4286709,32164604,27877895,27877895,,-4604216,,,,0,32164604,4286709,0,-33041032,,-5163137,-5163137,49433,MUJ
2019-12-31,,,-5351000,,-5386000,3614000,3342000,-6395000,-6395000,134000,,,,,35000,7730000,14125000,4388000,1044000,,-5386000,-5386000,49434,AUMN
2018-12-31,,,-1932000,,-1945000,3355000,3662000,-5215000,-5215000,216000,,,,,13000,7217000,12432000,3555000,3283000,,-1945000,-1945000,49434,AUMN
2017-12-31,,,-3879000,,-3892000,3512000,3680000,-2987000,-2987000,-1184000,,,,,13000,6691000,9678000,3011000,-892000,,-3892000,-3892000,49434,AUMN
2016-12-31,,,-10659000,,-10659000,3890000,3846000,-6096000,-6096000,193000,-515000.0,,,,0,6400000,12496000,2554000,-4563000,,-10659000,-10659000,49434,AUMN
2020-10-31,321000000,,-388000000,4000000,-347000000,981000000,1139000000,-163000000,-163000000,,-199000000,,,,-59000000,7503000000,7666000000,6364000000,-225000000,,-329000000,-347000000,49436,NAV
2019-10-31,319000000,,262000000,3000000,221000000,816000000,1835000000,700000000,700000000,,-207000000,,,,19000000,11251000000,10551000000,9416000000,-438000000,,243000000,221000000,49436,NAV
2018-10-31,297000000,,420000000,5000000,340000000,820000000,1764000000,647000000,647000000,,-235000000,,,,52000000,10250000000,9603000000,8486000000,-227000000,,368000000,340000000,49436,NAV
2017-10-31,251000000,,64000000,4000000,30000000,743000000,1374000000,380000000,380000000,,-265000000,,,,10000000,8570000000,8190000000,7196000000,-316000000,1000000.0,54000000,30000000,49436,NAV
2020-12-31,,,324117000,,243439000,572375000,1053830000,481455000,481455000,,,,,,74590000,6129320000,5647865000,5075490000,-157338000,,249527000,243439000,49442,TMHC
2019-12-31,,,322272000,8006000.0,254652000,490271000,876607000,386336000,386336000,,,,,,67358000,4762059000,4375723000,3885452000,-64064000,,254914000,254652000,49442,TMHC
2018-12-31,,,273516000,3543000.0,206364000,410443000,787124000,376681000,376681000,,,,,,63036000,4227393000,3850712000,3440269000,-103165000,,210480000,206364000,49442,TMHC
2017-12-31,,,355656000,750428000.0,91220000,390440000,738929000,348489000,348489000,,,,,,179006000,3885290000,3536801000,3146361000,7167000,,176650000,91220000,49442,TMHC
2020-08-31,,,-2254223,,-2275532,1420705,604390,-2155823,-2155823,,-107105,,,,21309,2417173,4572996,1812783,-98400,,-2275532,-2275532,49444,VMAR
2019-08-31,,,297453,,233066,946422,1285364,333700,333700,,-34457,,,,64387,2869377,2535677,1584013,-36247,,233066,233066,49444,VMAR
2018-08-31,,,-34115,,-185848,507350,501727,-6123,-6123,,-39951,,,,151733,1271566,1277689,769839,-27992,,-185848,-185848,49444,VMAR
2019-12-31,18355403,,105333552,,102204472,41806638,173013581,112851540,112851540,,-11940346,,,,3129080,319181424,206329884,146167843,-7517988,,102204472,102204472,49445,WIMI
2018-12-31,8020082,,97293388,,89217792,31034826,139857503,100802595,100802595,,-5171453,,,,8075596,225271564,124468969,85414061,-3509207,,89217792,89217792,49445,WIMI
2017-12-31,9696322,,73865982,,73337971,25854671,112849337,77298344,77298344,,-4228995,,,,528011,192029524,114731180,79180187,-3432362,,73337971,73337971,49445,WIMI
2020-02-01,,,119774000,,94497000,857027000,999670000,142643000,142643000,,-7355000,,,,25277000,3492687000,3350044000,2493017000,-22869000,,94497000,94497000,49450,DBI
2019-02-02,,,9367000,,-20466000,1014915000,1187724000,172809000,172809000,,-2433000,,,,29833000,3183738000,3010929000,1996014000,-163442000,,-20466000,-20466000,49450,DBI
2018-02-03,,,127019000,,67452000,837853000,1028861000,191008000,191008000,,-488000,,,,59567000,2810720000,2619712000,1781859000,-63989000,,67452000,67452000,49450,DBI
2017-01-28,,,203197000,,124419000,815762000,995588000,179826000,179826000,,-238000,,,,78778000,2718299000,2538473000,1722711000,23371000,,124419000,124419000,49450,DBI
2019-12-31,,,-23877000,,-23877000,11616000,-12297000,-23913000,-23913000,,-2096000,,,,0,7917000,31830000,20214000,36000,,-23877000,-13603000,49451,BBI
2018-12-31,,,-9236000,,-9236000,6379000,-2072000,-8451000,-8451000,,-1090000,,,,0,10888000,19339000,12960000,-782000,,-9236000,-15172000,49451,BBI
2017-12-31,,,-11116000,,-11116000,5693000,-4318000,-10011000,-10011000,,-1049000,,,,0,7567000,17578000,11885000,-1105000,,-11116000,-23041000,49451,BBI
2019-12-31,,,612600000,,450000000,2558600000,3523000000,782500000,782500000,1400000,-245100000,,,,161800000,21335700000,20553200000,17812700000,-169900000,-800000,450800000,450000000,49454,AN
2018-12-31,,,529400000,,396000000,2509800000,3397300000,720100000,720100000,1200000,-249800000,,,,133500000,21412800000,20692700000,18015500000,-190700000,100000,395900000,396000000,49454,AN
2017-12-31,,,636500000,,434600000,2436200000,3359000000,774400000,774400000,-10200000,-217200000,,,,201500000,21534600000,20760200000,18175600000,-137900000,-400000,435000000,434600000,49454,AN
2016-12-31,,,702300000,,430500000,2349400000,3313200000,821800000,821800000,-1400000,-192000000,,,,270600000,21609000000,20787200000,18295800000,-119500000,-1200000,431700000,430500000,49454,AN
2019-12-31,,,28600000,26200000,14900000,130000000,291100000,67900000,67900000,,-46100000,,,,12300000,1478700000,1410800000,1187600000,-39300000,,16300000,14900000,49456,USCR
2018-12-31,,,48100000,24800000,30000000,125800000,294200000,76600000,76600000,,-46400000,,,,16800000,1506400000,1429800000,1212200000,-28500000,,31300000,30000000,49456,USCR
2017-12-31,,,38600000,21700000,25500000,119200000,279400000,92400000,92400000,,-42100000,,,,12400000,1336000000,1243600000,1056600000,-53800000,-600000.0,26200000,25500000,49456,USCR
2016-12-31,,,30800000,21700000,8900000,100000000,245900000,91000000,91000000,,-27700000,,,,21200000,1168200000,1077200000,922300000,-60200000,-700000.0,9600000,8900000,49456,USCR
2020-12-31,,,855100000,,744300000,1008900000,2013000000,1004100000,1004100000,,-118500000,,,,110800000,4835000000,3830900000,2822000000,-149000000,,744300000,744300000,49457,WU
2019-12-31,,,1321400000,,1058300000,1206700000,2245400000,1038700000,1038700000,,-152000000,,,,263100000,5292100000,4253400000,3046700000,282700000,,1058300000,1058300000,49457,WU
2018-12-31,,,991400000,,851900000,1178700000,2289100000,1110400000,1110400000,,-149600000,,,,139500000,5589900000,4479500000,3300800000,-119000000,,851900000,851900000,49457,WU
2017-12-31,,,347500000,,-557100000,1184100000,2207000000,1022900000,1022900000,,-142100000,,,,904600000,5524300000,4501400000,3317300000,-675400000,,-557100000,-557100000,49457,WU
2019-12-31,,,136102000,,113890000,189573000,329098000,139525000,139525000,,-2594000,,,,22212000,2222559000,2083034000,1893461000,-3423000,,113890000,113890000,49459,MANT
2018-12-31,,,110627000,,82097000,167715000,280457000,112742000,112742000,,-2378000,,,,28530000,1958557000,1845815000,1678100000,-2115000,,82097000,82097000,49459,MANT
2017-12-31,,,97282000,,114141000,155225000,253419000,98194000,98194000,,-1375000,,,,-16859000,1717018000,1618824000,1463599000,-912000,,114141000,114141000,49459,MANT
2016-12-31,,,90177000,,56391000,140858000,231821000,90963000,90963000,,-1097000,,,,33786000,1601596000,1510633000,1369775000,-2286000,,56391000,56391000,49459,MANT
2019-12-31,46318000,,-41090000,,-41068000,248978000,369948000,46435000,46435000,,-8216000,,,,-22000,539501000,493066000,169553000,-87525000,,-41068000,15995000,49461,GOCO
2018-12-31,16197000,,28160000,,28117000,101663000,146623000,28763000,28763000,,-224000,,,,46000,226205000,197442000,79582000,-603000,,28114000,28117000,49461,GOCO
2020-01-31,77576000,,43155000,,39664000,104512000,325909000,109117000,109117000,,-24772000,,,,3491000,531993000,422876000,206084000,-65962000,,39664000,39664000,49462,HQY
2019-01-31,35057000,,75818000,,73899000,62537000,181193000,77670000,77670000,,-270000,,,,1919000,287243000,209573000,106050000,-1852000,,73899000,73899000,49462,HQY
2018-01-31,27385000,,52189000,,47362000,48250000,134916000,54418000,54418000,,-274000,,,,4827000,229525000,175107000,94609000,-2229000,,47362000,47362000,49462,HQY
2017-01-31,22375000,,40120000,,26376000,38471000,106355000,41212000,41212000,,-275000,,,,13744000,178370000,137158000,72015000,-1092000,,26376000,26376000,49462,HQY
2019-12-31,,,61734000,,61330000,59563000,221298000,161735000,161735000,,-52205000,,,,404000,221298000,59563000,0,-100001000,,61330000,61330000,49463,CGBD
2018-12-31,,,39345000,,39115000,58764000,207526000,148762000,148762000,,-38702000,,,,230000,207526000,58764000,0,-109417000,,39115000,39115000,49463,CGBD
2017-12-31,,,84464000,,84200000,46093000,165001000,118908000,118908000,,-25255000,,,,264000,165001000,46093000,0,-34444000,,84200000,84200000,49463,CGBD
2016-12-31,,,69885000,,69809000,32239000,110971000,78732000,78732000,,-17675000,,,,76000,110971000,32239000,0,-8847000,,69809000,69809000,49463,CGBD
2019-12-31,50294000,,-128344000,,-128389000,33169000,0,-83463000,-83463000,,,,,,45000,0,83463000,0,-44881000,,-128389000,-128389000,49464,CERE
2018-12-31,454652000,,-463636000,,-463636000,28672000,0,-483324000,-483324000,,,,,,0,0,483324000,0,19688000,,-463636000,-463636000,49464,CERE
2020-11-30,,,11241791,,11241791,1129278,4551015,3421737,3421737,,,,,,0,4551015,1129278,0,7820054,,11241791,11241791,49466,MGF
2019-11-30,,,14507919,,14507919,1149789,4938869,3789080,3789080,,,,,,0,4938869,1149789,0,10718839,,14507919,14507919,49466,MGF
2018-11-30,,,-2544518,,-2544518,1183499,5227348,4043849,4043849,,,,,,0,5227348,1183499,0,-6588367,,-2544518,-2544518,49466,MGF
2017-11-30,,,3629524,,3629524,1283413,5782565,4499152,4499152,,,,,,0,5782565,1283413,0,-869628,,3629524,3629524,49466,MGF
2020-12-31,,,1556000000,,1343000000,3367000000,5665000000,0,1691000000,607000000,,,,,227000000,5665000000,3974000000,0,-135000000,14000000,1329000000,1237000000,49467,KEY
2019-12-31,,,2022000000,,1717000000,3212000000,6062000000,0,2344000000,503000000,,,,,314000000,6062000000,3718000000,0,-322000000,9000000,1708000000,1620000000,49467,KEY
2018-12-31,,,2203000000,1000000.0,1866000000,3292000000,6178000000,0,2426000000,457000000,,,,,344000000,6178000000,3752000000,0,-223000000,7000000,1859000000,1800000000,49467,KEY
2017-12-31,,,1928000000,2000000.0,1296000000,3352000000,6026000000,0,2116000000,558000000,,,,,637000000,6026000000,3910000000,0,-188000000,7000000,1291000000,1226000000,49467,KEY
2019-12-31,,,12921000,10564000,925000,193147000,308125000,97993000,97993000,,-81400000,,,,10864000,436929000,338936000,128804000,-85072000,,2057000,925000,49469,UONEK
2018-12-31,,,3406000,10232000,137442000,183250000,313734000,97295000,97295000,,-76667000,,,,-135199000,439098000,341803000,125364000,-93889000,,138605000,137442000,49469,UONEK
2017-12-31,,,-10701000,10780000,111887000,193967000,309624000,81641000,81641000,,-79420000,,,,-123163000,440041000,358400000,130417000,-92342000,,112462000,111887000,49469,UONEK
2016-12-31,,,10296000,12410000,-423000,198541000,322219000,89431000,89431000,,-81636000,,,,9580000,456219000,366788000,134000000,-79135000,,716000,-423000,49469,UONEK
2020-08-02,92000000,,766000000,6000000,1628000000,1519000000,3008000000,1291000000,1291000000,106000000,-345000000,,,,174000000,8691000000,7400000000,5683000000,-525000000,1036000000,592000000,1628000000,49470,CPB
2019-07-28,88000000,,625000000,9000000,211000000,1383000000,2711000000,1117000000,1117000000,123000000,-356000000,,,,151000000,8107000000,6990000000,5396000000,-492000000,-263000000,474000000,211000000,49470,CPB
2018-07-29,91000000,,830000000,9000000,261000000,1177000000,2461000000,1404000000,1404000000,-211000000,-183000000,,,,106000000,6615000000,5211000000,4154000000,-574000000,-463000000,724000000,261000000,49470,CPB
2017-07-30,93000000,,1316000000,8000000,887000000,1090000000,2446000000,1503000000,1503000000,-240000000,-115000000,,,,392000000,5837000000,4334000000,3391000000,-187000000,-37000000,924000000,887000000,49470,CPB
2019-12-31,3920000,,-4316000,,-4316000,403000,0,-4323000,-4323000,,,,,,0,0,4323000,0,7000,,-4316000,-4316000,49472,OLMA
2018-12-31,1693000,,-2197000,,-2197000,386000,0,-2079000,-2079000,,-28000.0,,,,0,0,2079000,0,-118000,,-2197000,-2197000,49472,OLMA
2020-12-31,,,510100000,,409900000,1003400000,1787500000,689900000,689900000,94200000,-36000000,,,,100200000,5111100000,4421200000,3323600000,-179800000,,409900000,409500000,49473,KMPR
2019-12-31,,,661600000,,531100000,922900000,1815400000,799000000,799000000,93500000,-42500000,,,,130500000,5003700000,4204700000,3188300000,-137400000,,531100000,529400000,49473,KMPR
2018-12-31,,,199100000,,190100000,826800000,1216400000,318600000,318600000,71000000,-43400000,,,,10700000,3682900000,3364300000,2466500000,-119500000,1700000.0,188400000,189100000,49473,KMPR
2017-12-31,,,161100000,,120900000,592200000,886000000,243100000,243100000,50700000,-34900000,,,,41200000,2723400000,2480300000,1837400000,-82000000,1000000.0,119900000,120100000,49473,KMPR
2019-12-31,,,-437600,-1060600,235600,3466800,3308400,-158400,-158400,,-358300,,,,-634600,30953500,31111900,27645100,-279200,,197000,235600,49474,HCDI
2018-12-31,,,-841100,-789400,-1390400,2765900,793600,-1972300,-1972300,,-117700,,,,517800,5730300,7702600,4936700,1131200,,-1358900,-1390400,49474,HCDI
2017-12-31,,,2069100,310900,1080000,696400,2857100,2160700,2160700,,-108700,,,,0,9185000,7024300,6327900,-91600,,2069100,1080000,49474,HCDI
2019-12-31,,,14850000,139554000,13886000,10073000,44740000,26343000,26343000,4000,-19588000,,,,0,53564000,27221000,8824000,-11493000,,14850000,1324000,49475,FPI
2018-12-31,,,14040000,165195000,12254000,9682000,48110000,29873000,29873000,11000,-18799000,,,,0,56069000,26196000,7959000,-15833000,,14040000,-420000,49475,FPI
2017-12-31,,,9158000,167023000,7914000,8711000,39961000,23458000,23458000,361000,-13561000,,,,0,46219000,22761000,6258000,-14300000,,9158000,907000,49475,FPI
2016-12-31,,,6010000,173607000,4302000,8470000,28622000,18153000,18153000,445000,-9959000,,,,11000,31001000,12848000,2379000,-12143000,,5999000,1178000,49475,FPI
2020-12-31,,,371358000,,312321000,441470000,947894000,0,389706000,116718000,,,,,59037000,947894000,558188000,0,-18348000,,312321000,304725000,49476,PNFPP
2019-12-31,,,497537000,,400881000,416136000,1002685000,0,514873000,71676000,,,,,96656000,1002685000,487812000,0,-17336000,,400881000,400881000,49476,PNFPP
2018-12-31,,,449948000,,359440000,365476000,902835000,0,469479000,67880000,,,,,90508000,902835000,433356000,0,-19531000,,359440000,359440000,49476,PNFPP
2017-12-31,,,297986000,,173979000,277811000,664546000,0,339724000,47011000,,,,,124007000,664546000,324822000,0,-41738000,,173979000,173979000,49476,PNFPP
2019-12-31,,,233137000,156047000,224884000,10251000,370781000,265125000,265125000,,-76823000,,,,41000,532777000,267652000,161996000,-31988000,,233096000,224884000,49477,HEP
2018-12-31,,,186413000,134287000,178847000,11040000,359790000,251258000,251258000,,-71899000,,,,26000,506220000,254962000,146430000,-64845000,,186387000,178847000,49477,HEP
2017-12-31,,,202160000,134247000,159993000,14323000,316757000,223456000,223456000,,-58448000,,,,249000,454362000,230906000,137605000,-21296000,,201911000,159993000,49477,HEP
2016-12-31,,,168532000,1044000,101068000,12532000,278057000,195697000,195697000,,-52552000,,,,285000,402043000,206346000,123986000,-27165000,,168247000,101018000,49477,HEP
2019-12-31,,,-1766448,,-1766448,1852248,0,-1852248,-1852248,,,,,,0,0,1852248,0,85800,,-1766448,-1766448,49479,WRN
2018-12-31,,,-2856160,,-2856160,2134250,0,-2134250,-2134250,,,,,,0,0,2134250,0,-721910,,-2856160,-2856160,49479,WRN
2017-12-31,,,-2661589,,-2661589,1832698,0,-1832698,-1832698,,,,,,0,0,1832698,0,-828891,,-2661589,-2661589,49479,WRN
2016-12-31,,,-2088400,,-2088400,1846163,0,-1846163,-1846163,,,,,,0,0,1846163,0,-242237,,-2088400,-2088400,49479,WRN
2020-12-31,,,1171000000,999000000,958000000,5652000000,7040000000,1388000000,1388000000,,-709000000,,,,196000000,14852000000,13464000000,7812000000,-217000000,,975000000,958000000,49480,FISV
2019-12-31,,,1112000000,1878000000,893000000,3042000000,4878000000,1836000000,1836000000,,-507000000,,,,198000000,10187000000,8351000000,5309000000,-724000000,,914000000,893000000,49480,FISV
2018-12-31,,,1565000000,1878000000,1187000000,1228000000,2754000000,1526000000,1526000000,,-193000000,,,,378000000,5823000000,4297000000,3069000000,39000000,,1187000000,1187000000,49480,FISV
2017-12-31,,,1390000000,1878000000,1246000000,1150000000,2672000000,1522000000,1522000000,,-176000000,,,,158000000,5696000000,4174000000,3024000000,-132000000,14000000.0,1232000000,1246000000,49480,FISV
2020-12-31,24317000,,45479000,,34686000,67787000,139063000,46959000,46959000,,-3272000,,,,10793000,424066000,377107000,285003000,-1480000,,34686000,34686000,49481,CTS
2019-12-31,25967000,,50266000,,36146000,70408000,157575000,61200000,61200000,,-2648000,,,,14120000,468999000,407799000,311424000,-10934000,,36146000,36146000,49481,CTS
2018-12-31,25304000,,58103000,,46532000,73569000,164973000,66100000,66100000,,-2085000,,,,11571000,470483000,404383000,305510000,-7997000,,46532000,46532000,49481,CTS
2017-12-31,25146000,,40253000,,14448000,71943000,140431000,43342000,43342000,,-3343000,,,,25805000,422993000,379651000,282562000,-3089000,,14448000,14448000,49481,CTS
2019-12-31,114904000,,-132993000,,-132993000,154557000,158030000,-112229000,-112229000,,-24935000,,,,0,173317000,285546000,15287000,-20764000,,-132993000,-132993000,49483,RDUS
2018-12-31,97997000,,-221337000,,-221337000,186078000,91612000,-193262000,-193262000,10801000.0,-22955000,,,,0,99239000,292501000,7627000,-28075000,,-221337000,-221337000,49483,RDUS
2017-12-31,80918000,,-254237000,,-254237000,188835000,21180000,-248973000,-248973000,10801000.0,-8298000,,,,0,22112000,271085000,932000,-5264000,,-254237000,-254237000,49483,RDUS
